author,title,description,url,urlToImage,publishedAt,content,source.id,source.name
Siti Ruqoyah,"Kasus Brigadir J, Kapolri Bilang Motif Asusila Tapi Reka Ulang Tak Ada",Tim Penyidik Direktorat Tindak Pidana Umum Bareskrim Polri tengah melakukan rekonstruksi kasus pembunuhan berencana Brigadir J.,https://www.viva.co.id/berita/nasional/1515852-kasus-brigadir-j-kapolri-bilang-motif-asusila-tapi-reka-ulang-tak-ada,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/30/630de9f20f3f7-putri-chandrawathi-dan-ferdy-sambo-di-rekonstruksi-pembunuhan-brigadir-j_665_374.jpg,2022-08-31T23:30:35Z,VIVA Nasional  Tim Penyidik Direktorat Tindak Pidana Umum Bareskrim Polri tengah melakukan rekonstruksi kasus pembunuhan berencana Brigadir J atau Nofriansyah Yosua Hutabarat di rumah pribadi Irjen F… [+1151 chars],NA,Viva.co.id
Siti Ruqoyah,"Irjen Fadil, Kompol Ratna Diperiksa Propam, Sahroni Bongkar Aib Sambo",Kapolda Metro Jaya Irjen Fadil Imran angkat suara mengenai penangkapan salah satu anak buahnya itu. Fadil mengatakan AKP Fajar sudah diperiksa Propam Polri.,https://www.viva.co.id/ragam/round-up/1515844-irjen-fadil-kompol-ratna-diperiksa-propam-sahroni-bongkar-aib-sambo,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/31/630f0b2769317-komisaris-polisi-kompol-ratna-quratul-aini_665_374.jpg,2022-08-31T23:02:21Z,"VIVA Round Up  Berita penangkapan Kanit Reskrim Polsek Penjaringan Jakarta Utara AKP M Fajar oleh Paminal Polri menjadi perhatian khusus VIVAnians, Rabu 31 Agustus 2022. Fajar ditangkap terkait dugaa… [+739 chars]",NA,Viva.co.id
Siti Ruqoyah,Terkuak Ini yang Disampaikan Putri ke Ferdy Sambo saat di Sofa,Mantan Kadiv Propam Polri Irjen Ferdy Sambo dan Putri Candrawathi serta tiga tersangka lainnya telah menjalani reka ulang pembunuhan Brigadir J.,https://www.viva.co.id/berita/nasional/1515769-terkuak-ini-yang-disampaikan-putri-ke-ferdy-sambo-saat-di-sofa,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/30/630d9d84336d6-ferdy-sambo-dan-putri-candrawathi-dalam-rekonstruksi-pembunuhan-brigadir-j_665_374.jpeg,2022-08-31T22:00:02Z,"VIVA Nasional  Tim Khusus (Timsus) Polri telah melaksanakan rekonstruksi terkait pembunuhan berencana yang dialami oleh Brigadir Yoshua Hutabarat atau Brigadir J, yang dilakukan oleh eks Kadiv Propam… [+996 chars]",NA,Viva.co.id
Agus Rahmat,LPSK Jelaskan Alasan Ferdy Sambo dan Bharada E Tak Dipertemukan,"Dalam rekonstruksi pembunuhan Brigadir J, Bharada E tak dipertemukan dengan Ferdy Sambo, tetapi diganti pemerann lain. Itu sesuai permintaan LPSK.",https://www.viva.co.id/berita/nasional/1515815-lpsk-jelaskan-alasan-ferdy-sambo-dan-bharada-e-tak-dipertemukan,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/30/630de734f3b11-ferdy-sambo-rekonstruksi-pembunuhan-brigadir-j_665_374.jpg,2022-08-31T18:26:01Z,"VIVA Nasional  Ketua Lembaga Perlindungan Saksi dan Korban (LPSK), Hasto Atmojo Suroyo menjelaskan alasan Bharada Richard Elizier (Bharada E) tak dipertemukan langsung dengan Irjen Ferdy Sambo saat m… [+1057 chars]",NA,Viva.co.id
Zaki Islami,"Isi Chatting Brigadir J dengan Penjual Songket, Netizen: Sopan Banget","Viral seorang penjual Songket membagikan isi chatting dengan Brigadir J atau Yosua Hutabarat yang terlihat sangat sopan, Rabu 31 Agustus 2022.",https://www.viva.co.id/trending/1515670-isi-chatting-brigadir-j-dengan-penjual-songket-netizen-sopan-banget,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/31/630f38a599533-isi-chatting-brigadir-j-dengan-penjual-songket-netizen-sopan-banget_665_374.jpg,2022-08-31T17:22:01Z,"VIVA Trending - Viral seorang penjual Songket membagikan isi chatting dengan Brigadir J atau Yosua Hutabarat yang terlihat sangat sopan, Rabu 31 Agustus 2022.
Seperti dilansir dari akun TikTok @nagg… [+1107 chars]",NA,Viva.co.id
Mohammad Arief Hidayat,Cerita di Balik Wawancara Eksklusif Ferdy Sambo,"Video wawancara eksklusif VIVA dengan Inspektur Jenderal Ferdy Sambo pada tahun lalu viral di media sosial setelah terkuak kasus kematian ajudannya, Brigadir J.",https://www.viva.co.id/berita/nasional/1515675-cerita-di-balik-wawancara-eksklusif-ferdy-sambo,https://thumb.viva.co.id/media/frontend/thumbs3/2021/11/12/618e58cc8c1e7-kadiv-propam-polri-irjen-pol-ferdy-sambo_665_374.jpg,2022-08-31T17:12:02Z,"VIVA Nasional  Satu tim VIVA yang terdiri dari empat orang memasuki pintu utama gedung Markas Besar Kepolisian Republik Indonesia, Jakarta, hanya melewati satu pos pemeriksaan keamanan.
Tak banyak d… [+1138 chars]",NA,Viva.co.id
Syahrul Ansyari,Bambang Pacul: Komisi III Tidak Dikasih Info Rekonstruksi Brigadir J,"Menurut dia, rekonstruksi kasus Brigadir J sudah selesai dilakukan oleh penyidik Bareskrim dan disaksikan publik.",https://www.viva.co.id/berita/nasional/1515797-bambang-pacul-komisi-iii-tidak-dikasih-info-rekonstruksi-brigadir-j,https://thumb.viva.co.id/media/frontend/thumbs3/2021/06/13/60c4eab96fe50-ketua-dpd-pdip-jawa-tengah-bambang-wuryanto-alias-bambang-pacul_665_374.JPG,2022-08-31T16:07:37Z,"VIVA Nasional - Ketua Komisi III DPR, Bambang Wuryanto, atau Bambang Pacul, mengaku tidak mendapatkan informasi adanya kegiatan rekonstruksi kasus pembunuhan Brigadir J atau Nofriansyah Yosua Hutabar… [+699 chars]",NA,Viva.co.id
Siti Ruqoyah,Deolipa Minta Putri Candrawathi Istri Ferdy Sambo Ditahan,"Tim khusus (timsus) Polri didesak untuk menahan istri Irjen Pol Ferdy Sambo, Putri Candrawathi di Bareskrim Polri.",https://www.viva.co.id/berita/metro/1515764-deolipa-minta-putri-candrawathi-istri-ferdy-sambo-ditahan,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/30/630de99ea2b73-putri-chandrawathi-dan-ferdy-sambo-di-rekonstruksi-pembunuhan-brigadir-j_665_374.jpg,2022-08-31T14:25:39Z,"VIVA Metro  Tim khusus (timsus) Polri didesak untuk menahan istri Irjen Pol Ferdy Sambo, Putri Candrawathi. Saat ini, Putri masih menjalani pemeriksaan sekaligus konfrontir terkait kasus pembunuhan B… [+901 chars]",NA,Viva.co.id
Siti Ruqoyah,Curhat Putri Sambo soal Tragedi di Magelang Dibuktikan di Sidang,"Kata Beka, pada saat pemeriksaan yang kedua ini Putri Candrawathi menyampaikan bahwa adanya peristiwa yang tidak mengenakkan baginya di Magelang.",https://www.viva.co.id/berita/nasional/1515708-curhat-putri-sambo-soal-tragedi-di-magelang-dibuktikan-di-sidang,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/30/630de99ea2b73-putri-chandrawathi-dan-ferdy-sambo-di-rekonstruksi-pembunuhan-brigadir-j_665_374.jpg,2022-08-31T12:03:41Z,"VIVA Nasional  Komnas HAM kembali memeriksa istri eks Kadiv Propam Ferdy Sambo, Putri Candrawathi. Pemeriksaan lanjutan ini juga Komnas HAM ditemani oleh Komnas Perempuan.
Hal itu diungkapkan oleh K… [+719 chars]",NA,Viva.co.id
Siti Ruqoyah,Kata Beka Usai Lihat Ferdy Sambo Cs di Reka Ulang Tewasnya Brigadir J,Tim khusus Polri telah selesai melakukan rekonstruksi terkait kasus pembunuhan berencana Brigadir J yang dilakukan eks Kadiv Propam Ferdy Sambo.,https://www.viva.co.id/berita/nasional/1515698-kata-beka-usai-lihat-ferdy-sambo-cs-di-reka-ulang-tewasnya-brigadir-j,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/30/630d927ce9a3b-rekonstruksi-pembunuhan-brigadir-j-di-jakarta_665_374.jpg,2022-08-31T11:34:22Z,VIVA Nasional  Tim khusus Polri telah selesai melakukan rekonstruksi terkait kasus pembunuhan berencana Brigadir J yang dilakukan eks Kadiv Propam Ferdy Sambo. Dalam pelaksaan tersebut terdapat perub… [+805 chars],NA,Viva.co.id
Tommy Simatupang,"Deolipa Tantang Rekonstruksi Ulang, Tak Terima Pengacara Brigadir J Diusir: Cacat Rasa Keadilan - Tribun-medan.com","Deolipa Tantang Rekonstruksi Ulang, Tak Terima Pengacara Brigadir J Diusir: Cacat Rasa Keadilan - Tribun-medan.comtribunnews.com",https://medan.tribunnews.com/2022/08/31/deolipa-tantang-rekonstruksi-ulang-tak-terima-pengacara-brigadir-j-diusir-cacat-rasa-keadilan,https://t-2.tstatic.net/medan/foto/bank/images/Pengacara-Brigadir-Yosua-Hutabarat-Kamaruddin-Simanjuntak.jpg,2022-08-31T11:29:57Z,"TRIBUN-MEDAN.com - Pengacara Brigadir Yosua Hutabarat Kamaruddin Simanjuntak sempat diusir dari lokasi rekonstruksi, Selasa (30/8/2022) kemarin. 
Pengusiran ini mendapatkan sorotan dari mantan kuasa… [+1144 chars]",NA,Tribunnews.com
Agus Rahmat,"Survei LSI, Publik Tak Percaya Brigadir J Melakukan Pelecehan ke PC","Hasil survei yang dilakukan LSI, mayoritas publik tidak percaya bahwa Brigadir J melakukan pelecehan terhadap Putri Candrawathi atau PC.",https://www.viva.co.id/berita/nasional/1515677-survei-lsi-publik-tak-percaya-brigadir-j-melakukan-pelecehan-ke-pc,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/30/630dc56ccb4f6-bharada-e-putri-candrawathi-dan-kuat-maruf-dalam-rekonstruksi_665_374.jpeg,2022-08-31T10:44:05Z,"VIVA Nasional  Dari survei yang dilakukan Lembaga Survei Indonesia atau LSI, mayoritas publik tidak percaya kalau Brigadir J melakukan pelecehan terhadap istri mantan Kadiv Propam Polri Irjen Ferdy S… [+1161 chars]",NA,Viva.co.id
Lis Yuliawati,Kasus Ferdy Sambo Dapat Sorotan dari Media Luar Negeri,Media Hong Kong menyoroti bagaimana seorang Ferdy Sambo merekayasa insiden yang terjadi di rumah dinasnya.,https://www.viva.co.id/berita/dunia/1515648-kasus-ferdy-sambo-dapat-sorotan-dari-media-luar-negeri,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/30/630de713c4e7d-ferdy-sambo-rekonstruksi-pembunuhan-brigadir-j_665_374.jpg,2022-08-31T10:02:40Z,"VIVA  Kasus mantan Kadiv Propam Irjen Ferdy Sambo yang kini menjadi perhatian di Indonesia,  ternyata juga mendapat sorotan dari berbagai media luar negeri.
Mulai dari media Malaysia hingga Hong Kon… [+849 chars]",NA,Viva.co.id
Agus Rahmat,Survei LSI: 82 % Publik Percaya Brigadir J Sengaja Dibunuh,"Rekonstruksi pembunuhan terhadap Brigadir J yang melibatkan mantan Kadiv Propam Polri Irjen Ferdy Sambo, dilakukan di beberapa tempat Selasa kemarin.",https://www.viva.co.id/berita/nasional/1515645-survei-lsi-82-publik-percaya-brigadir-j-sengaja-dibunuh,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/30/630deb26e492d-rekonstruksi-pembunuhan-brigadir-j_665_374.jpg,2022-08-31T09:44:54Z,"VIVA Nasional  Kasus pembunuhan terhadap Brigadir J, masih mendapat sorotan publik. Apalagi setelah dilakukan rekonstruksi pembunuhan tersebut pada Selasa kemarin. Lembaga Survei Indonesia atau LSI, … [+1190 chars]",NA,Viva.co.id
Dedi,Tas Mewah Putri Candrawathi dan Ruang Koleksi di Sela Rekonstruksi,Putri Candrawathi yang tak lain istri dari Irjen Ferdy Sambo akhirnya menampakkan diri ketika rekonstruksi pembunuhan Brigadir Nofriansyah Yoshua Hutabarat.,https://www.viva.co.id/showbiz/gosip/1515581-tas-mewah-putri-candrawathi-dan-ruang-koleksi-di-sela-rekonstruksi,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/30/630dcbe8c0120-putri-candrawathi-saat-tiba-di-rumah-pribadinya-untuk-rekonstruksi-adegan_665_374.jpeg,2022-08-31T08:45:49Z,"VIVA Showbiz  Putri Candrawathi yang tak lain istri dari Irjen Pol Ferdy Sambo akhirnya menampakkan diri ketika rekonstruksi pembunuhan Brigadir Nofriansyah Yoshua Hutabarat pada Selasa, 30 Agustus 2… [+1416 chars]",NA,Viva.co.id
Anwar Sadat,Mahfud MD Sebut Rekonstruksi Kasus Brigadir J Sudah Benar Secara Hukum,"Mahfud MD mengatakan, Rekonstruksi Kasus pembunuhan Brigadir Nofriansyah Yosua Hutabarat alias Brigadir J sudah benar secara hukum",https://www.viva.co.id/berita/nasional/1515615-mahfud-md-sebut-rekonstruksi-kasus-brigadir-j-sudah-benar-secara-hukum,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/22/630302eae37cd-menkopolhukam-mahfud-md-selaku-ketua-kompolnas-dipang-dpr-soal-kasus-brigadir-j_665_374.jpg,2022-08-31T08:35:39Z,"VIVA Nasional  Menteri Koordinator Bidang Politik, Hukum dan Keamanan (Menkopolhukam) Mahfud MD tidak mempermasalahkan soal tidak adanya adegan pelecehan seksual saat rekonstruksipembunuhan Brigadir … [+1171 chars]",NA,Viva.co.id
Abdi Tumanggor,SAMBO: Kenapa Kamu Tega Berbuat Kurang Ajar ke Ibu? Brigadir J Bingung: Kurang Ajar Apa Komandan? - Tribun-medan.com,"Kelima tersangka, Ferdy Sambo, Putri Candrawathi, Kuat Maruf, Bripka Ricky Rizal, dan Bharada E hadir dalam proses rekonstruksi pembunuhan berencana",https://medan.tribunnews.com/2022/08/31/sambo-kenapa-kamu-tega-berbuat-kurang-ajar-ke-ibu-brigadir-j-bingung-kurang-ajar-apa-komandan,https://t-2.tstatic.net/medan/foto/bank/images/Bharada-E-marah-ke-Ferdy-Sambo-ketika-rekonstruksi.jpg,2022-08-31T07:39:05Z,TRIBUN-MEDAN.COM - Proses rekonstruksi pembunuhan berencana Brigadir Nofriansyah Yosua Hutabarat atau Brigadir J telah digelar di kediaman pribadi Sambo di Jalan Saguling dan di rumah dinasnya di Kom… [+2173 chars],NA,Tribunnews.com
Donny Adhiyasa,"Isu LGBT Kasus Ferdy Sambo, Begini Tanggapan Ahmad Sahroni",Ahmad Sahroni dan Deddy Corbuzier fokus untuk membahas mengenai sosok mantan Kadiv Propam Mabes Polri Ferdy Sambo.,https://www.viva.co.id/showbiz/gosip/1515579-isu-lgbt-kasus-ferdy-sambo-begini-tanggapan-ahmad-sahroni,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/31/630f087c1da9f-wakil-ketua-komisi-iii-dpr-ri-ahmad-sahroni_665_374.jpg,2022-08-31T07:16:45Z,"VIVA Showbiz  Wakil Ketua Komisi III DPR RI Ahmad Sahroni belum lama ini menjadi bintang tamu dalam podcast milik Deddy Corbuzier. Dalam podcast tersebut, Ahmad Sahroni dan Deddy Corbuzier fokus untu… [+919 chars]",NA,Viva.co.id
Surya Aditiya,Momen Ayah Brigadir J Saksikan Rekonstruksi Ulang Dengan Tegar,"Ayah Brigadir Nofriansyah Yosua Hutabarat alias Brigadir J, Samuel Hutabarat turut menyaksikan rekonstruksi ulang pembunuhan anaknya yang dilakukan kemarin (30/8)",https://www.viva.co.id/berita/nasional/1515509-momen-ayah-brigadir-j-saksikan-rekonstruksi-ulang-dengan-tegar,https://thumb.viva.co.id/media/frontend/thumbs3/2022/07/29/62e3d4f220190-ayah-brigadir-j-samuel-hutabarat_665_374.jpg,2022-08-31T07:00:13Z,"VIVA Nasional  Ayah Brigadir Nofriansyah Yosua Hutabarat alias Brigadir J, Samuel Hutabarat turut menyaksikan rekonstruksi ulang pembunuhan anaknya yang dilakukan pada Selasa, 30 Agustus 2022 kemarin… [+1079 chars]",NA,Viva.co.id
Agus Setiawan,Fakta Pengacara Brigadir J Dongkol Dilarang Masuk Saat Rekonstruksi,"Kuasa hukum Brigadir J, Kamaruddin Simanjuntak dan Johnson Panjaitan mengaku geram lantaran rekonstruksi kasus pembunuhan Brigadir J dianggap tak transparan.",https://www.viva.co.id/berita/nasional/1515447-fakta-pengacara-brigadir-j-dongkol-dilarang-masuk-saat-rekonstruksi,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/30/630d9bafef45f-pengacara-keluarga-brigadir-j-kamaruddin-simanjuntak-kanan_665_374.jpg,2022-08-31T06:58:36Z,"VIVA Nasional  Kuasa hukum Brigadir J, Kamaruddin Simanjuntak dan Johnson Panjaitan mengaku geram. Pasalnya, mereka merasa jika rekonstruksi kasus pembunuhan Brigadir J yang dilakukan pada Selasa, 30… [+964 chars]",NA,Viva.co.id
Agus Setiawan,Momen Putri Candrawathi-Kuat Maruf Reka Adegan di Kamar,"Rekonstruksi kasus pembunuhan terhadap Brigadir J telah dilaksanakan Selasa, 30 Agustus 2022. Putri Candrawathi dan Kuat Maruf reka adegan di dalam kamar.",https://www.viva.co.id/berita/nasional/1515442-momen-putri-candrawathi-kuat-maruf-reka-adegan-di-kamar,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/30/630d90254b278-istri-ferdy-sambo-putri-candrawathi-dalam-rekonstruksi_665_374.jpeg,2022-08-31T06:57:53Z,"VIVA Nasional  Rekonstruksi kasus pembunuhan berencana terhadap Brigadir Nofriansyah Yosua Hutabarat alias Brigadir J telah dilakukan pada Selasa, 30 Agustus 2022 kemarin. Kelima tersangka yakni Ferd… [+820 chars]",NA,Viva.co.id
Trisya Frida,Nikita Mirzani Berkoar Lagi Soal Ferdy Sambo: Apa yang Dilakukan Salah,Nikita Mirzani kembali berkoar di media sosial dan menyinggung soal kasus Ferdy Sambo yang saat ini masih terus menjadi pemberitaan hangat di masyarakat Indonesia.,https://www.viva.co.id/showbiz/gosip/1515556-nikita-mirzani-berkoar-lagi-soal-ferdy-sambo-apa-yang-dilakukan-salah,https://thumb.viva.co.id/media/frontend/thumbs3/2021/10/25/6175ddb174cc8-nikita-mirzani_665_374.jpg,2022-08-31T06:43:14Z,VIVA Showbiz  Nikita Mirzani kembali berkoar di media sosial dan menyinggung soal kasus Ferdy Sambo yang saat ini masih terus menjadi pemberitaan hangat di masyarakat Indonesia. Apalagi menurutnya ba… [+1100 chars],NA,Viva.co.id
Bayu Nugraha,"Brigjen Gupuh Diangkat Jadi Karo Provos, Gantikan Benny Ali",Kapolri menaikkan pangkat sejumlah pamen dan pati Polri. Salah satunya Karo Provos Brigjen Gupuh yang gantikan Brigjen Benny Ali yang terlibat kasus Ferdy Sambo.,https://www.viva.co.id/berita/nasional/1515558-brigjen-gupuh-diangkat-jadi-karo-provos-gantikan-benny-ali,https://thumb.viva.co.id/media/frontend/thumbs3/2022/07/15/62d11bc3d162b-karoprovos-divpropam-polri-brigjen-pol-benny-ali_665_374.jpg,2022-08-31T06:42:30Z,VIVA Nasional  Kapolri Jenderal Listyo Sigit Prabowo mengangkat sejumlah Perwira Tinggi (Pati) dan Perwira Menengah (Pamen) Polri. Salah satunya yaitu Brigjen Gupuh Setiyono yang diangkat menggantika… [+919 chars],NA,Viva.co.id
Donny Adhiyasa,"Putri Candrawathi Pakai Baju Putih saat Rekonstruksi, Apa Maknanya?",Putri Candrawathi terlihat berpakaian serba putih dan memegang kertas bertuliskan namanya sebagai tersangka.,https://www.viva.co.id/showbiz/gosip/1515527-putri-candrawathi-pakai-baju-putih-saat-rekonstruksi-apa-maknanya,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/30/630d8f0e164d0-istri-ferdy-sambo-putri-candrawathi-dalam-rekonstruksi_665_374.jpeg,2022-08-31T05:33:31Z,"VIVA Showbiz Istri Ferdy Sambo, Putri Candrawathi, hadir dalam rekonstruksi pembunuhan Brigadir J di Duren Tiga, Jakarta, Selasa 30 Agustus 2022. Penampilannya menuai sorotan lantaran memakai masker … [+995 chars]",NA,Viva.co.id
Nuvola Gloria,"5 Potret Briptu Tommy Pemeran Pengganti Brigadir J, Manis Bikin Salfok","Briptu Tommy tengah jadi sorotan karena dirinya yang ternyata sebagai pemeran pengganti Brigadir J saat rekonstruksi hari Selasa, 30 Agustus 2022.",https://www.viva.co.id/showbiz/gosip/1515416-6-potret-briptu-tommy-pemeran-pengganti-brigadir-j-manis-bikin-salfok,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/31/630ec07b0c115-briptu-tommy_665_374.jpg,2022-08-31T05:23:02Z,VIVA Showbiz  Publik ternyata penasaran dengan sosok pemeran pengganti Brigadir J saat proses rekonstruksi pembunuhan Brigadir J. Polisi menggunakan pemeran pengganti saat adegan Brigadir J atau Yosh… [+1267 chars],NA,Viva.co.id
Tommy Simatupang,"Terungkap Bharada E Marah ke Ferdy Sambo, Kecewa Adegan Rekonstruksi, Anggap Tak Sesuai Fakta - Tribun-medan.com","Ternyata Bharada Eliezer atau Bharada E tidak merasa takut untuk bertatapan dengan Ferdy Sambo pada rekonstruksi, Selasa (30/8/2022) kemarin.",https://medan.tribunnews.com/2022/08/31/terungkap-bharada-e-marah-ke-ferdy-sambo-kecewa-adegan-rekonstruksi-anggap-tak-sesuai-fakta,https://t-2.tstatic.net/medan/foto/bank/images/Bharada-E-marah-ke-Ferdy-Sambo-ketika-rekonstruksi.jpg,2022-08-31T05:08:21Z,"TRIBUN-MEDAN.com - Ternyata Bharada Eliezer atau Bharada E tidak merasa takut untuk bertatapan dengan Ferdy Sambo pada rekonstruksi, Selasa (30/8/2022) kemarin. 
Pengacara Bharada E, Ronny Talapessy… [+1429 chars]",NA,Tribunnews.com
Deddy Setiawan,"Viral, Penafsiran Kecerdikan Ferdy Sambo dalam Memilih TKP","Kasus pembunuhan Brigadir J yang dilakukan oleh Ferdy Sambo Cs belum lah usai, baru-baru ini Rekontruksi  kejadian atas kasus pembunuhan tersebut baru saja dilakukan",https://www.viva.co.id/trending/1515459-viral-penafsiran-kecerdikan-ferdy-sambo-dalam-memilih-tkp,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/31/630e438d423bb-tersangka-ferdy-sambo-bersama-istrinya-tersangka-putri-candrawathi_665_374.jpg,2022-08-31T04:33:27Z,"VIVA Trending  Kasus pembunuhan Brigadir J yang dilakukan oleh Ferdy Sambo Cs belum lah usai, baru-baru ini rekontruksi  kejadian atas kasus pembunuhan tersebut baru saja selesai dilakukan.
Menarikn… [+986 chars]",NA,Viva.co.id
